0, 0.0000000, 0.0000000, -179.5362848, -0.6395937, 85.8638897, -0.1376777, 0.1401677, 9.8892403
1, 36.1033433, 129.3866005, -179.5334279, -0.6387985, 85.8566923, -0.1431248, 0.1515833, 9.8940649
2, 36.1033433, 129.3866005, -179.5317206, -0.6408053, 85.8533134, -0.1296965, 0.1348986, 9.8916540
3, 0.0000000, 0.0000000, -179.5329947, -0.6391291, 85.8502002, -0.1293203, 0.1357604, 9.8894920
4, 0.0000000, 0.0000000, -179.5319250, -0.6385393, 85.8455548, -0.1436284, 0.1591660, 9.8860998
5, 0.0000000, 0.0000000, -179.5317204, -0.6418325, 85.8414917, -0.1419430, 0.1474368, 9.8909197
6, 36.1033343, 129.3866009, -179.5313453, -0.6455017, 85.8345127, -0.1500065, 0.1400419, 9.8914471
7, 36.1033343, 129.3866009, -179.5277354, -0.6450685, 85.8307400, -0.1379299, 0.1456626, 9.8950806
8, 36.1033308, 129.3866011, -179.5263612, -0.6409248, 85.8258476, -0.1618683, 0.1562472, 9.9120331
9, 36.1033288, 129.3866014, -179.5207344, -0.6337138, 85.8183765, -0.1310752, 0.1357648, 9.8889170
10, 36.1033288, 129.3866014, -179.5111576, -0.6227163, 85.8133354, -0.1497198, 0.1390421, 9.9066687
11, 0.0000000, 0.0000000, -179.5022322, -0.6090745, 85.8103213, -0.1457239, 0.1676401, 9.8670855
12, 36.1033277, 129.3865997, -179.5038814, -0.6001310, 85.8077617, -0.1429599, 0.1445865, 9.9208975
13, 36.1033277, 129.3865997, -179.5025369, -0.5963891, 85.8031220, -0.1332166, 0.1305355, 9.8959055
14, 0.0000000, 0.0000000, -179.5028005, -0.5980025, 85.7976656, -0.1398711, 0.1446168, 9.8973694
15, 36.1033248, 129.3865991, -179.5020404, -0.5987587, 85.7949157, -0.1339657, 0.1399143, 9.9086943
16, 36.1033214, 129.3865996, -179.5053571, -0.5940788, 85.7930121, -0.1390748, 0.1579198, 9.8792028
17, 36.1033220, 129.3865990, -179.5051236, -0.5948139, 85.7900581, -0.1295879, 0.1376563, 9.8874464
18, 36.1033220, 129.3865990, -179.5004025, -0.5974442, 85.7864695, -0.1321377, 0.1451740, 9.8803358
19, 36.1033207, 129.3865982, -179.4996508, -0.5945624, 85.7817330, -0.1419878, 0.1456163, 9.8869095
20, 36.1033183, 129.3865987, -179.5014803, -0.5907841, 85.7785559, -0.1422228, 0.1516672, 9.8910856
21, 36.1033183, 129.3865987, -179.4997842, -0.5920138, 85.7747550, -0.1451198, 0.1490455, 9.8887711
22, 0.0000000, 0.0000000, -179.4980524, -0.5892025, 85.7716851, -0.1367224, 0.1585388, 9.8941450
23, 0.0000000, 0.0000000, -179.4939044, -0.5890276, 85.7691345, -0.1296377, 0.1404405, 9.8824158
24, 36.1033046, 129.3866017, -179.4900854, -0.5915476, 85.7656732, -0.1342323, 0.1520074, 9.8852186
25, 36.1033046, 129.3866017, -179.4910889, -0.5925192, 85.7629871, -0.1408068, 0.1505822, 9.8948994
26, 0.0000000, 0.0000000, -179.4897242, -0.5900297, 85.7604847, -0.1354641, 0.1511221, 9.8840485
27, 36.1033019, 129.3866007, -179.4888159, -0.5908610, 85.7561159, -0.1356390, 0.1464453, 9.8912544
28, 36.1033019, 129.3866007, -179.4849491, -0.5887093, 85.7526078, -0.1335151, 0.1526658, 9.8920879
29, 0.0000000, 0.0000000, -179.4830844, -0.5899533, 85.7499743, -0.1399401, 0.1419403, 9.8920727
30, 36.1033014, 129.3865994, -179.4788060, -0.5914809, 85.7478189, -0.1505203, 0.1602978, 9.9210339
31, 36.1033016, 129.3865987, -179.4782277, -0.5939080, 85.7469549, -0.1569626, 0.1369779, 10.0050678
32, 36.1033016, 129.3865987, -179.4758602, -0.5931177, 85.7448626, -0.1323908, 0.1451433, 9.9519405
33, 0.0000000, 0.0000000, -179.4752231, -0.5965515, 85.7409320, -0.1397625, 0.1520755, 9.9082880
34, 0.0000000, 0.0000000, -179.4725317, -0.5950696, 85.7391233, -0.1390875, 0.1475611, 9.8799715
35, 0.0000000, 0.0000000, -179.4713964, -0.5935434, 85.7376952, -0.1352013, 0.1644933, 9.8870363
36, 0.0000000, 0.0000000, -179.4730989, -0.5945587, 85.7326427, -0.1358182, 0.1421187, 9.8913307
37, 36.1032912, 129.3865995, -179.4721117, -0.5926291, 85.7287374, -0.1329583, 0.1469543, 9.8981228
38, 36.1032890, 129.3865996, -179.4716009, -0.5915043, 85.7230091, -0.1350184, 0.1451785, 9.9086103
39, 36.1032928, 129.3865975, -179.4706358, -0.5868571, 85.7216368, -0.1321173, 0.1496386, 9.8977137
40, 36.1032918, 129.3865974, -179.4727288, -0.5830218, 85.7176981, -0.1441410, 0.1463386, 9.8956947
41, 36.1032918, 129.3865974, -179.4709475, -0.5825682, 85.7118196, -0.1426205, 0.1445171, 9.8802834
42, 0.0000000, 0.0000000, -179.4699072, -0.5823462, 85.7080760, -0.1364704, 0.1358708, 9.8951178
43, 0.0000000, 0.0000000, -179.4683675, -0.5846022, 85.7052855, -0.1334709, 0.1479124, 9.8946619
44, 36.1032860, 129.3865974, -179.4690499, -0.5843087, 85.7012787, -0.1526259, 0.1526007, 9.8944578
45, 36.1032860, 129.3865974, -179.4691686, -0.5828760, 85.6953917, -0.1394480, 0.1406282, 9.8971930
46, 36.1032888, 129.3865955, -179.4672153, -0.5818692, 85.6900191, -0.1249396, 0.1376675, 9.8925247
47, 36.1032888, 129.3865955, -179.4651963, -0.5818747, 85.6856890, -0.1354313, 0.1479763, 9.8839865
48, 0.0000000, 0.0000000, -179.4643620, -0.5814083, 85.6831670, -0.1272448, 0.1310201, 9.8830347
49, 0.0000000, 0.0000000, -179.4620085, -0.5818851, 85.6785226, -0.1473062, 0.1555937, 9.8874941
50, 36.1032815, 129.3865952, -179.4602959, -0.5853252, 85.6732516, -0.1338257, 0.1444481, 9.8912764
51, 36.1032815, 129.3865952, -179.4582096, -0.5839600, 85.6705108, -0.1414884, 0.1638058, 9.9056053
52, 36.1032834, 129.3865935, -179.4619938, -0.5863615, 85.6698618, -0.1377569, 0.1384090, 9.8940182
53, 36.1032834, 129.3865935, -179.4616604, -0.5855985, 85.6659875, -0.1425551, 0.1420202, 9.8892355
54, 36.1032878, 129.3865905, -179.4591804, -0.5865334, 85.6600013, -0.1394084, 0.1526809, 9.8991318
55, 36.1032878, 129.3865905, -179.4568607, -0.5862209, 85.6549144, -0.1331030, 0.1466038, 9.8857746
56, 0.0000000, 0.0000000, -179.4558470, -0.5835511, 85.6520519, -0.1349484, 0.1385015, 9.8943558
57, 36.1032590, 129.3865950, -179.4560574, -0.5839659, 85.6461396, -0.1347893, 0.1457407, 9.8905554
58, 36.1032590, 129.3865950, -179.4543664, -0.5862474, 85.6405220, -0.1411974, 0.1437944, 9.8986969
59, 36.1032405, 129.3865979, -179.4541007, -0.5859885, 85.6328087, -0.1268671, 0.1541504, 9.8992615
60, 36.1032317, 129.3865993, -179.4540550, -0.5853685, 85.6274385, -0.1282877, 0.1435512, 9.8948240
61, 36.1032237, 129.3866003, -179.4528302, -0.5875522, 85.6245885, -0.1326924, 0.1473442, 9.8928823
62, 36.1032237, 129.3866003, -179.4537012, -0.5905319, 85.6194963, -0.1503631, 0.1529292, 9.8976336
63, 36.1032064, 129.3866031, -179.4504246, -0.5921106, 85.6137772, -0.1383871, 0.1419006, 9.8890810
64, 36.1032064, 129.3866031, -179.4481469, -0.5977954, 85.6113253, -0.1422443, 0.1583693, 9.9040241
65, 36.1031955, 129.3866036, -179.4451684, -0.5945374, 85.6061468, -0.1409957, 0.1644896, 9.9039125
66, 36.1031864, 129.3866051, -179.4459491, -0.5957631, 85.6001191, -0.1395261, 0.1466866, 9.8893595
67, 36.1031788, 129.3866062, -179.4441060, -0.6001092, 85.5947509, -0.1363762, 0.1414916, 9.8995295
68, 36.1031704, 129.3866075, -179.4415395, -0.5970368, 85.5901480, -0.1372688, 0.1305558, 9.8936605
69, 36.1031645, 129.3866079, -179.4431196, -0.5952499, 85.5841432, -0.1294650, 0.1451208, 9.8950338
70, 36.1031645, 129.3866079, -179.4411125, -0.5943815, 85.5821490, -0.1419575, 0.1526599, 9.8963995
71, 36.1031488, 129.3866101, -179.4403362, -0.5950562, 85.5768385, -0.1338955, 0.1425589, 9.8794270
72, 36.1031488, 129.3866101, -179.4405687, -0.5947770, 85.5701051, -0.1491993, 0.1451347, 9.8841038
73, 36.1031362, 129.3866117, -179.4386121, -0.5970604, 85.5655937, -0.1442979, 0.1474678, 9.8972149
74, 36.1031287, 129.3866128, -179.4386069, -0.5999643, 85.5601478, -0.1363371, 0.1431105, 9.8949862
